shopid,seller_type,rating_star,display_response_rate,sku,camp_flag,main_category,p30_gmv,p30_order_cnt,follower_count,Decorated
17262623,PS,4.82,95,101,N,Women's Bags,7945.4,244,4737,0
18148446,NS,4.96,89,200,N,"Games, Books & Hobbies",8087.19,63,180,0
19798522,PS,4.94,95,68,N,Health & Beauty,25717.78,490,1630,0
19998593,PS,4.92,83,101,N,Health & Beauty,37649.66,1254,3920,0
21966267,NS,4.66,57,432,N,Health & Beauty,11362.96,75,835,0
23896962,NS,4.81,82,17,N,Men Clothes,255.3,6,459,0
24498397,NS,4.99,91,7,N,Groceries & Pets,1598.28,26,179,0
24843232,NS,4.94,91,64,N,Women's Bags,661.25,7,1764,0
25639365,NS,4.96,94,37,N,Health & Beauty,11957.09,39,143,0
25685981,NS,4.82,78,2039,N,Home & Living,24412.97,93,743,0
26662955,NS,4.92,65,172,N,Mobile & Accessories,5079.75,70,2580,0
26778906,NS,5,78,23,N,Home & Living,348.93,5,1101,0
26967332,NS,4.75,94,115,N,Home & Living,1014.87,18,39,0
27416969,NS,4.85,65,66,N,Health & Beauty,454.6,5,41,0
28139371,NS,4.63,91,573,N,Mobile & Accessories,607.3,18,679,0
28640745,NS,4.92,78,27,N,Home & Living,338.92,7,492,0
30369654,NS,4.92,82,8,N,Muslim Fashion,432.16,11,44,0
31028657,NS,4.99,91,49,N,Fashion Accessories,2623,16,524,0
31243545,PS,4.83,91,658,N,Mobile & Accessories,42442.66,1971,1533,0
31764397,NS,4.96,82,5,N,Muslim Fashion,1262.98,12,88,0
31983136,NS,4.94,78,40,N,Home Appliances,163.5,6,43,0
33695820,PS,4.89,94,250,N,Sports & Outdoor,22514.61,234,1588,0
34402757,NS,5,88,14,N,Muslim Fashion,571.22,14,217,0
34784405,NS,4.6,78,162,N,Mobile & Accessories,659.9,23,687,0
35242001,NS,4.69,57,344,N,Baby & Toys,657.49,14,1229,0
36621856,NS,4.97,83,50,N,Health & Beauty,2401.86,33,230,0
37591595,NS,4.77,78,13,N,Health & Beauty,596,16,217,0
37942710,NS,4.89,94,720,N,Home & Living,1306.87,28,44,0
39468131,NS,4.82,89,21,N,Women Clothes,393.77,9,75,0
40212721,NS,4.75,86,249,N,Home & Living,820.71,14,731,0
40692159,NS,4.85,95,174,N,Men Shoes,3133.08,55,588,0
40811939,NS,4.98,95,6,N,Health & Beauty,477.4,10,30,0
40886038,NS,4.72,65,546,N,Computer & Accessories,627.48,14,369,0
41414950,NS,4.75,82,242,N,Home & Living,39925.52,572,1951,0
41529638,NS,5,78,26,N,Baby & Toys,241,6,263,0
43394772,NS,4.97,95,182,N,Groceries & Pets,1987.96,40,1978,0
43706140,PS,4.73,94,1008,N,Health & Beauty,38858.77,665,2781,0
43978204,NS,4.91,86,75,N,Health & Beauty,407.83,12,136,0
44342162,NS,4.97,93,386,N,Groceries & Pets,10107.87,214,189,0
44540971,PS,4.91,95,72,N,Health & Beauty,4952.26,116,406,0
45842968,NS,4.97,90,83,N,Health & Beauty,1096.1,14,390,0
46293370,NS,4.81,87,570,N,Women Clothes,219.2,11,641,0
48681320,NS,4.99,95,21,N,Groceries & Pets,1549.92,61,96,0
49405542,NS,4.93,92,12,N,Muslim Fashion,734,12,45,0
50178464,NS,4.89,92,33,N,Health & Beauty,14823.07,246,1800,0
52061267,NS,4.93,95,70,N,Automotive,5062.1,15,88,0
53885964,PS,4.88,93,373,N,Health & Beauty,3670.27,101,911,0
54039626,NS,5,57,8,N,Baby & Toys,309.12,7,361,0
54665534,PS,4.76,92,62,N,Men's Bags & Wallets,5192.58,293,785,0
55344756,NS,4.88,92,98,N,Men's Bags & Wallets,23565.41,664,515,0
55624091,NS,4.97,81,10,N,Health & Beauty,4216.26,74,235,0
56450643,PS,4.77,92,234,N,Mobile & Accessories,26580.84,810,1104,0
58417835,PS,4.69,94,2789,N,Home & Living,17171.67,638,4803,0
59288471,NS,4.9,78,587,N,Computer & Accessories,2248.16,58,55,0
61535550,NS,4.71,95,125,N,Men's Bags & Wallets,1613,24,148,0
61628966,OS,4.81,87,135,N,Men's Bags & Wallets,2437.48,26,550,0
62340536,NS,4.92,94,43,N,Health & Beauty,2551,12,73,0
63033692,NS,4.61,86,82,N,"Games, Books & Hobbies",1116.52,22,531,0
63473955,PS,4.94,91,235,N,Computer & Accessories,18382.87,742,691,0
63625453,PS,4.86,93,440,N,Baby & Toys,2816.9,65,2052,0
64250664,PS,4.67,65,843,N,Mobile & Accessories,2620.38,81,498,0
64541429,NS,5,89,18,N,Muslim Fashion,942.04,8,84,0
65684443,NS,4.7,95,28,N,Women Clothes,1480.41,23,337,0
66890722,NS,4.55,95,242,N,Mobile & Accessories,506.02,16,431,0
67321722,NS,4.9,88,211,N,Computer & Accessories,2278.15,21,156,0
67713469,NS,4.9,81,6,N,Muslim Fashion,71648.6,943,5467,0
68874594,NS,4.97,95,45,N,Home & Living,1461.48,24,10,0
69427272,NS,4.89,88,10,N,Computer & Accessories,148.21,17,28,0
70007625,NS,5,95,9,N,Muslim Fashion,164.07,7,115,0
70323542,NS,4.92,87,10,N,Muslim Fashion,680,8,1707,0
71242417,NS,4.86,95,68,N,Mobile & Accessories,172.95,7,28,0
74449907,PS,4.91,95,1025,N,Mobile & Accessories,1237.37,82,2616,0
79711770,NS,4.9,90,14,N,Home & Living,663.73,17,32,0
79751818,NS,4.75,92,267,N,Home & Living,481,7,35,0
82259512,NS,4.95,83,59,N,Fashion Accessories,951.82,44,163,0
83083555,PS,4.74,87,3667,N,Baby & Toys,10356.37,394,1338,0
83091401,NS,4.99,91,77,N,Groceries & Pets,3267.5,37,279,0
84330899,NS,4.41,88,175,N,Health & Beauty,656.98,10,51,0
84473991,NS,4.48,95,379,N,Home Appliances,3035.6,5,820,0
85989640,PS,4.99,90,292,N,Baby & Toys,20858.53,108,301,1
86131951,NS,4.92,95,85,N,Health & Beauty,4536.27,88,122,0
86643233,PS,4.82,94,365,N,Home & Living,7118.63,317,2064,0
87051725,NS,5,95,243,N,Fashion Accessories,217.52,5,5,0
87135084,PS,4.96,93,147,N,Home & Living,2204.44,72,358,0
87917474,NS,4.96,92,83,N,Health & Beauty,6604.75,40,146,0
87977226,PS,4.6,92,531,N,Mobile & Accessories,7962.17,266,6489,0
93754557,NS,4.86,65,2911,Y,Women Clothes,2673.14,54,87,1
97787881,NS,4.89,83,15,N,Muslim Fashion,217.5,6,461,0
98282599,NS,4.95,91,59,N,Home & Living,2992.53,71,138,0
98378539,NS,5,78,27,N,Muslim Fashion,1373,9,52,0
98490071,NS,4.73,65,897,N,Mobile & Accessories,8082.46,167,242,0
101893197,NS,4.95,93,317,N,Health & Beauty,1409.3,22,18,0
102624140,PS,4.77,82,1463,N,Mobile & Accessories,3080.37,168,429,0
102630817,NS,4.83,92,212,N,Fashion Accessories,6551.66,209,271,0
104169658,NS,4.94,87,152,N,Men Clothes,442.25,11,5481,0
106484434,NS,4.84,92,302,N,Mobile & Accessories,45744.84,284,310,0
107077410,NS,4.79,92,12,N,Men Shoes,3866.42,23,1058,0
111772473,NS,4.83,84,232,N,Men Shoes,1600.05,31,1034,0
112243481,NS,4.98,91,27,N,Fashion Accessories,149.3,6,30,0
115542483,NS,4.79,95,185,N,Women Clothes,992.28,22,216,0
119396639,NS,5,57,10,N,Home & Living,292.76,6,,0
119720371,NS,4.93,95,92,N,Health & Beauty,1275.32,8,92,1
120782337,NS,4.95,95,228,N,Watches,608.16,18,1462,0
121835256,NS,4.91,90,35,N,Health & Beauty,6332.23,30,203,1
125100338,NS,4.36,57,574,N,Health & Beauty,1803.67,31,22,0
125867921,NS,4.33,78,4308,N,Men Clothes,235.6,6,9,0
126617291,NS,4.97,57,851,N,Health & Beauty,184.7,10,18,0
126758474,NS,4.83,88,176,N,Home & Living,653.51,13,1216,0
127599206,PS,4.88,95,363,N,Women's Bags,1401.91,134,791,0
129727356,NS,4.9,85,106,N,Men Shoes,1124.8,10,844,0
131348698,NS,5,90,432,N,Baby & Toys,188.92,5,2679,0
132024600,NS,4.97,91,1226,N,Baby & Toys,1339.27,42,531,0
132811250,NS,4.78,65,420,Y,Watches,1431.5,9,1352,1
134180345,NS,4.78,89,1020,N,Home & Living,316.13,11,1,0
134643035,NS,4.5,82,835,N,Health & Beauty,681.8,9,479,0
134721982,NS,4.96,94,92,N,Travel & Luggage,1599.01,19,130,0
135173960,NS,4.5,94,89,N,Mobile & Accessories,3027.6,6,7,0
137472897,NS,4.52,90,1102,N,Men's Bags & Wallets,903.16,17,52,0
138063262,NS,4.22,88,136,N,Baby & Toys,667.48,10,121,0
139371353,NS,5,80,183,N,Home & Living,203.44,6,361,0
139771769,NS,4.72,95,624,N,Home & Living,1285.86,34,1239,0
140138010,NS,4.89,92,142,N,Automotive,2042.23,18,9,0
140505262,NS,4.62,95,175,N,Automotive,3307.4,44,14,0
141025440,NS,4.5,91,244,N,Home & Living,1050.94,16,31,0
141890013,NS,5,95,5,N,Health & Beauty,604.04,5,1,0
142143815,NS,5,95,94,N,Health & Beauty,475.21,6,83,0
142148604,NS,4.93,95,1188,N,Home & Living,1209.63,28,108,0
142615143,NS,4.96,78,493,N,Women Clothes,1089.37,33,128,0
146082997,NS,5,88,171,N,Health & Beauty,1135.45,16,43,0
146271491,NS,4.62,95,82,N,Sports & Outdoor,868.1,11,971,0
169119,NS,4.83,82,107,N,Men's Bags & Wallets,1265.81,20,364,0
610024,PS,4.97,93,44,N,Health & Beauty,9631.9,143,474,0
639156,NS,4.88,65,20,N,Muslim Fashion,1128.38,13,580,0
1621119,PS,4.97,93,2062,N,Home & Living,8644.29,258,4634,0
1746527,PS,4.92,57,45,N,Groceries & Pets,16021.97,190,2478,0
1810887,PS,4.79,78,448,N,Fashion Accessories,26770.83,1060,10014,0
2387958,NS,4.72,78,82,N,Health & Beauty,15385.83,270,1858,0
2411489,NS,4.8,85,38,N,Fashion Accessories,1231,17,607,0
3167523,NS,5,93,5,N,Health & Beauty,1181,5,146,0
3612715,NS,4.98,95,26,N,Muslim Fashion,1400.75,33,146,0
3632831,PS,4.91,92,105,N,Home & Living,11917.86,90,1637,0
4881524,PS,4.82,88,200,N,Mobile & Accessories,3797.26,111,6523,0
5033693,PS,4.89,95,194,N,Baby & Toys,67664.64,1095,5585,0
5147390,NS,4.88,93,983,N,Women Shoes,3610.22,45,5935,0
5400018,PS,4.92,95,276,N,Baby & Toys,18371.1,495,1609,0
5418085,NS,4.65,90,126,N,Mobile & Accessories,5232.59,100,1181,0
5789775,NS,4.76,95,209,N,Women Clothes,393.46,7,103,0
5827591,NS,4.81,65,174,N,Women's Bags,2633.88,40,3112,0
5966701,NS,4.96,91,112,N,Baby & Toys,643.73,12,1570,0
5968635,PS,4.91,95,135,N,Health & Beauty,43666.54,1600,4419,0
6410502,PS,4.97,95,163,N,Health & Beauty,5360.2,87,725,0
6448509,PS,4.9,88,138,N,Baby & Toys,4331.4,112,2178,0
6863113,PS,4.89,92,82,N,Automotive,41147.4,684,1919,0
7121592,NS,4.84,95,175,N,Automotive,4946,9,621,0
7320155,NS,4.93,89,65,Y,Computer & Accessories,685.3,38,950,1
7787167,NS,4.95,85,743,N,Fashion Accessories,3360.23,105,2462,0
8085015,PS,4.93,92,52,N,Health & Beauty,17838.43,223,974,0
8143531,NS,4.91,89,49,N,Baby & Toys,171.1,5,62,0
8368615,PS,4.74,92,2163,N,Baby & Toys,26920.87,871,30405,0
8579957,NS,4.97,95,80,N,Automotive,944.31,23,48,0
8662746,NS,5,78,37,N,Health & Beauty,1182,6,99,0
9018441,PS,4.84,95,1169,N,Health & Beauty,2229.94,104,8740,0
9176570,PS,4.75,94,4241,N,Women's Bags,35076.28,1466,21790,0
9243266,NS,4.89,92,44,N,Groceries & Pets,2106.29,53,352,0
9752219,NS,4.87,65,126,N,Muslim Fashion,20883.27,391,1255,0
10756173,NS,4.94,95,67,N,Tickets & Vouchers,12132.79,308,717,0
10786036,NS,4.97,78,268,N,Health & Beauty,1445.99,13,123,1
10902943,PS,4.79,65,77,N,Baby & Toys,7506.54,127,820,0
11266545,NS,4.94,57,84,N,Health & Beauty,314.08,5,527,0
11365277,NS,4.88,88,198,N,Home & Living,271.09,5,686,0
11425597,NS,4.9,93,19,N,Health & Beauty,6710.92,103,1157,0
11508731,NS,4.78,65,26,N,Muslim Fashion,1284,20,1056,0
12385297,NS,4.91,95,141,N,Muslim Fashion,1101,13,678,0
12696975,NS,4.93,95,15,N,Home & Living,254.39,10,554,0
12749674,PS,4.95,93,493,N,Sports & Outdoor,27712.16,183,1808,0
12894173,NS,4.93,94,16,N,Baby & Toys,15327.35,278,334,0
13056987,PS,4.94,93,125,N,Baby & Toys,5317.33,45,258,0
13086987,NS,4.93,86,8,N,Mobile & Accessories,1201.5,35,101,0
13192156,PS,4.95,88,2833,N,Fashion Accessories,6229.45,183,4096,0
13348373,PS,4.89,65,391,N,Home & Living,30818.65,344,1334,0
14147929,NS,4.44,89,459,N,Men's Bags & Wallets,2864.4,25,231,1
14184101,NS,4.92,89,99,N,Groceries & Pets,1381.33,16,128,0
15770068,NS,4.94,78,40,N,Baby & Toys,1069.18,21,105,0
17535097,NS,4.86,65,79,N,Health & Beauty,2912.99,51,226,0
19255241,NS,4.95,86,55,N,Health & Beauty,651.05,6,133,0
20647439,PS,4.91,91,759,N,Muslim Fashion,17023.94,165,3520,0
20679637,NS,4.95,95,57,N,Health & Beauty,1318.96,20,393,0
21169502,PS,4.94,92,42,N,Mobile & Accessories,3419.63,8,2485,0
21532067,NS,4.53,65,1205,Y,Health & Beauty,4082.13,90,1396,1
21538222,NS,4.91,92,84,N,Men Clothes,615.03,17,391,0
21700819,NS,5,95,19,N,Computer & Accessories,1897,43,46,0
21823053,NS,4.96,95,223,N,Baby & Toys,1952.94001,9,164,0
23000298,PS,4.86,95,60,N,Home & Living,4855.8,103,64,0
24263866,NS,4.91,65,16,N,Sports & Outdoor,4947,10,53,0
24929786,NS,4.74,57,461,N,Baby & Toys,1925.8,53,878,0
25467329,NS,4.65,88,167,N,Baby & Toys,292.8,6,226,0
26173874,NS,4.7,91,2954,N,Women Clothes,31050.57,1105,13806,0
26418208,NS,5,86,10,N,Home & Living,237.2,5,470,0
26629964,NS,4.89,95,76,N,"Games, Books & Hobbies",905.18,15,133,0
26899469,PS,4.82,87,454,N,Home Appliances,280266.03,690,3047,0
29633088,NS,4.5,65,213,N,Health & Beauty,7158.58,196,793,0
29744133,NS,4.98,95,62,N,Home & Living,208.11,7,274,0
29882871,NS,4.94,94,83,N,Men Shoes,15736.07,170,266,0
30705331,NS,4.8,57,202,N,Home & Living,437.47,29,138,0
31070671,NS,4.73,78,1065,N,Men Clothes,513.3,9,501,0
33633523,NS,4.92,91,14,N,Health & Beauty,1075.56,20,209,0
34033876,NS,4.87,88,29,N,Health & Beauty,206,5,270,0
34164879,NS,4.63,95,35,N,Home & Living,2287.29,13,453,0
34539276,PS,4.78,83,1578,N,Fashion Accessories,9887.62,545,3413,0
34759820,NS,4.87,90,73,N,Health & Beauty,5526.28,79,1282,0
34959432,NS,4.89,94,10,N,Muslim Fashion,5581.38,170,3295,0
35209549,NS,4.94,87,70,N,Health & Beauty,30637.5,782,4928,0
35222528,NS,4.93,90,76,N,Home & Living,234.32,5,319,0
35252073,NS,4.59,95,11,N,Health & Beauty,550.1,9,510,0
35416822,NS,4.93,89,23,N,Health & Beauty,1254.4,5,933,0
36034932,NS,4.84,93,787,N,Women Clothes,10674.77,303,6752,0
36262933,NS,4.95,57,5,N,Health & Beauty,265.99,5,478,0
37933761,NS,4.95,65,42,N,Women Clothes,247.72,9,172,0
37955541,PS,4.95,94,131,N,Mobile & Accessories,42966.78,909,3704,0
37998017,PS,4.94,94,79,N,Computer & Accessories,135266.42,2214,3965,0
38568718,NS,4.6,95,563,N,Home & Living,228.75,6,1676,0
39230029,NS,4.31,78,528,N,Women Clothes,154.99,7,382,0
39808824,NS,4.86,78,57,N,Mobile & Accessories,690.31,5,44,0
40894962,NS,4.73,95,596,N,Baby & Toys,1068.58,36,1831,0
44200609,NS,4.28,57,7,N,Women Clothes,594,14,359,0
44238618,NS,4.93,87,7,N,Baby & Toys,253.55,7,263,0
44945025,NS,5,65,34,N,Women's Bags,103.04,45,218,0
46003752,PS,4.98,95,74,N,Health & Beauty,4992.72,143,137,0
46843864,NS,4.96,78,43,N,"Games, Books & Hobbies",1067.53,15,257,0
50244766,NS,4.8,94,78,N,Women's Bags,30907.8,415,2051,0
51671106,NS,4.81,65,142,N,Women Clothes,663.45,12,1374,0
52762351,NS,4.66,90,4195,N,Home & Living,24151.21,406,728,0
53462965,NS,4.92,82,209,N,Muslim Fashion,837,8,236,0
53590186,PS,4.92,65,225,N,Health & Beauty,1776.29,44,283,0
53630493,NS,4.83,95,77,N,Baby & Toys,294,6,460,0
53829635,NS,4.92,94,47,N,Automotive,1160,26,185,0
53961976,NS,5,95,56,N,Baby & Toys,475.84,5,80,0
54001686,NS,4.76,78,512,N,Women Clothes,825.23,16,1023,0
54204401,NS,4.95,95,39,N,Automotive,970,13,299,0
56842465,NS,4.98,93,9,N,Muslim Fashion,278.46,8,196,0
58428863,NS,4.93,92,9,N,Home & Living,537.01,21,47,0
58716225,NS,4.87,57,32,N,Muslim Fashion,1824.89,43,217,0
58723364,NS,4.7,57,449,N,Health & Beauty,844.21,58,2705,0
59104269,NS,4.77,89,201,N,Fashion Accessories,378.3,8,160,0
59717179,NS,4.9,84,41,N,Health & Beauty,1280.29,25,71,0
60399085,NS,4.8,91,468,N,Health & Beauty,6175.36,117,211,0
61187056,NS,4.97,78,311,N,"Games, Books & Hobbies",1587.46,25,1628,0
62046018,NS,4.84,78,404,N,Baby & Toys,631.12,15,1055,0
62283869,NS,4.94,78,20,Y,Groceries & Pets,690.52,11,799,1
62653803,NS,4.8,82,300,N,Mobile & Accessories,973,45,59,0
63255174,NS,4.91,90,6,N,Health & Beauty,599.99,8,382,0
64521424,NS,4.88,83,236,N,Sports & Outdoor,5756.21,117,2129,0
66950547,NS,4.96,90,57,N,"Games, Books & Hobbies",379.28,11,28,0
67192943,NS,4.72,93,96,N,Mobile & Accessories,782.11,29,129,0
68010996,NS,4.91,85,89,N,Fashion Accessories,1973.03,27,37,0
70621634,PS,4.88,95,795,N,Women Clothes,9439.26,175,9985,0
72172046,NS,4.61,65,1268,N,Mobile & Accessories,1408.3,62,976,0
72411233,NS,4.59,92,712,N,Mobile & Accessories,689.17,17,1135,0
73311046,PS,4.96,95,52,N,Baby & Toys,36982.68,239,138,0
73505317,NS,4.84,65,10,N,Health & Beauty,481.32,12,53,0
73806871,NS,4.74,95,48,N,Baby & Toys,415.6,11,1055,0
74642970,PS,4.85,94,258,N,Women's Bags,7057.34,293,511,0
74788464,NS,4.68,65,3429,N,Home & Living,3802.59,151,476,0
75712727,NS,4.85,57,223,N,Fashion Accessories,329.48,15,807,0
76743163,PS,4.84,94,1300,N,Groceries & Pets,57632.46,1138,1602,0
76843372,NS,4.82,78,11,N,Computer & Accessories,70.22,12,17,0
76898515,NS,4.81,95,498,N,Women Clothes,589.53,17,220,0
77047931,NS,4.95,93,11,N,Muslim Fashion,1632.97,23,52,0
77345904,NS,4.66,80,74,N,Health & Beauty,817.06,28,236,0
77810003,NS,5,86,5,N,Health & Beauty,252.5,5,4,0
77874368,NS,4.78,90,223,N,Sports & Outdoor,748.78,15,689,0
79732298,PS,4.82,78,2093,N,Mobile & Accessories,8172.12,235,2472,0
80168294,NS,4.92,86,12,N,Muslim Fashion,2183.74,82,241,0
80818446,NS,4.55,65,110,N,Mobile & Accessories,19857.48,127,492,0
81828261,NS,4.96,93,127,N,Health & Beauty,1567.9,16,233,0
82249791,NS,4.8,57,617,N,Fashion Accessories,3949.27,138,3551,0
83717506,NS,4.78,82,149,N,Mobile & Accessories,3730.16,95,357,0
83883412,NS,4.95,95,20,N,Health & Beauty,957.12,13,10,0
83930481,PS,4.78,93,2551,N,Women Clothes,10068.5,191,733,0
86760693,PS,4.8,95,319,Y,Women Clothes,2648.94,115,1098,1
87973774,PS,4.85,93,350,N,Mobile & Accessories,8239.98,577,704,0
88459762,NS,4.49,65,207,N,Watches,7439.64,206,2532,0
90349921,NS,4.67,93,556,N,Mobile & Accessories,639.17,25,598,0
92462561,NS,4.97,93,22,N,Tickets & Vouchers,13521.57,61,10,0
92917330,NS,4.86,95,377,N,Baby & Toys,352.41,6,591,0
92977846,NS,4.93,86,48,N,Health & Beauty,1394.24,21,49,0
93084929,NS,4.94,78,322,N,Women's Bags,3418.43,44,1478,1
93974035,NS,5,87,224,N,Baby & Toys,55.6,5,34,0
94692476,NS,4.96,82,50,N,Baby & Toys,622.8,9,637,0
95973578,NS,4.89,95,44,N,Fashion Accessories,1073.6,25,455,0
102270442,NS,5,57,184,N,Health & Beauty,928,7,3,0
106596835,NS,4.36,90,1526,N,Women Clothes,13866.43,345,1164,0
108475177,NS,4.97,94,34,N,Automotive,4111,21,90,0
109816656,NS,5,89,11,N,"Games, Books & Hobbies",705.61,6,136,0
111398241,NS,4.79,78,223,N,Baby & Toys,126.68,5,1160,0
112891025,NS,4.99,87,10,N,Gaming & Consoles,53687,943,100,0
114287169,NS,5,95,124,N,Automotive,406.45,9,3,0
114370919,NS,4.89,95,38,N,Health & Beauty,805.71,18,1124,0
115184941,NS,4.74,87,1221,N,Home & Living,548.04,7,1674,0
116718172,NS,4.91,92,95,N,Computer & Accessories,75718.26,307,407,0
117080022,NS,4.91,57,158,N,Home Appliances,750.79,7,25,0
119208797,NS,4.79,95,144,N,Home & Living,1119.84,27,592,0
119537750,NS,4.88,86,1646,N,Women Shoes,386.04,9,507,0
120593565,NS,4.82,94,891,N,Home & Living,3292.69,33,77,0
120719099,PS,4.91,95,358,Y,Home & Living,1837.5,62,574,1
120873944,NS,4.92,87,60,N,Automotive,352.65,7,16,0
121243718,NS,4.97,93,61,N,Muslim Fashion,5267.21,53,1545,0
121743282,NS,4.5,95,73,N,Home & Living,138.75,5,2021,0
126178539,NS,4.73,78,25,N,Muslim Fashion,486.9,8,66,0
126679657,PS,4.96,95,121,N,Mobile & Accessories,369989.69,5210,3865,0
127773560,NS,4.72,86,6,N,Mobile & Accessories,21966,165,330,0
130001862,NS,5,95,15,N,Others,524,8,7,0
130088581,NS,4.95,92,366,N,Women Shoes,2552.52,96,1178,0
130915511,PS,4.72,92,6430,N,Home & Living,4638.05,141,329,0
131593488,NS,4.68,65,318,N,Women Clothes,5420.68,187,1384,0
131632992,NS,4.95,95,224,N,Women Clothes,407.12,11,1568,1
132900597,NS,4.8,89,10,N,Muslim Fashion,1113.29,35,31,0
132963009,NS,5,90,272,N,Home & Living,797.6,15,11,0
133355476,PS,4.98,95,49,N,Groceries & Pets,20739.13,416,167,0
134564511,NS,4.91,95,555,N,Women Clothes,979.86,44,1112,0
134773093,NS,4.63,81,668,N,Men Shoes,1721.08,35,977,0
134947332,NS,4.83,95,420,N,Men Shoes,361.47,8,513,0
135778366,NS,4.58,65,508,N,Women Clothes,204.5,9,665,0
135978949,NS,4.91,92,186,N,Mobile & Accessories,25997.56,416,139,0
137196298,NS,4.5,95,817,N,Women Clothes,345.8,10,576,0
137604059,NS,4.89,93,561,N,Home & Living,454.38,20,905,0
137631184,NS,4.97,93,89,N,Health & Beauty,7682.84,175,55,0
140926744,NS,4.77,57,984,N,Men Clothes,1745.86,34,10,0
142429437,NS,5,84,354,N,Home & Living,469.94,11,1,0
142548114,NS,5,82,15,N,Home & Living,396.95,7,11,0
145310327,NS,4.76,85,1759,N,Automotive,2928.21,40,6,0
145495556,NS,5,78,525,N,Computer & Accessories,640.31,6,0,0
145822209,NS,4.33,95,90,N,Groceries & Pets,146.68,6,1018,0
122956,NS,4.98,94,217,N,Home & Living,958.04,30,224,0
363951,NS,4.57,88,31,N,Health & Beauty,4170.58,71,231,0
920085,NS,4.82,95,6,N,Muslim Fashion,1180,17,1266,0
1550900,NS,4.99,78,13,N,Groceries & Pets,760.5,17,245,0
2484496,NS,4.91,86,73,N,Automotive,1201.92,37,343,0
2858639,NS,4.76,78,1029,N,Mobile & Accessories,1070.23,59,530,0
2909650,NS,4.92,89,52,N,Health & Beauty,293.9,6,404,0
3773015,PS,4.92,95,16,Y,Women's Bags,47440.24,972,2646,1
4271233,NS,4.82,65,240,N,Women Clothes,581.54,12,140,0
4543822,NS,4.81,94,273,N,Men Shoes,2459.88,36,383,0
5313493,PS,4.79,94,852,N,Mobile & Accessories,9045.21002,332,4104,0
7198077,NS,4.98,95,80,N,Women Clothes,376.43,8,45,0
8920185,NS,4.91,81,24,N,Muslim Fashion,2722.18,54,1135,0
8955831,NS,4.71,65,9,N,Health & Beauty,456.3,5,394,0
9027764,NS,4.72,91,138,N,Women Clothes,1972.18,56,5932,0
9636809,NS,4.95,95,31,N,Baby & Toys,540.77,11,129,0
9675469,NS,4.95,92,90,N,Groceries & Pets,4922.22,77,335,0
9912862,NS,4.68,78,97,N,Automotive,1374,7,442,0
10797509,NS,4.81,65,39,N,Muslim Fashion,397.48,6,395,0
14964969,PS,4.98,95,116,N,Groceries & Pets,11781.43,102,245,0
15102511,PS,4.94,94,1097,N,Sports & Outdoor,18566.09,215,798,0
15220412,PS,4.95,92,689,N,Baby & Toys,19510.62,405,11208,0
15611583,PS,4.99,95,1057,N,Computer & Accessories,37320.6,201,3301,0
16341467,NS,4.99,89,66,N,Fashion Accessories,1095.24,13,244,0
16845667,NS,4.66,94,994,N,Home & Living,13043,14,1056,0
18061659,NS,4.94,86,20,N,Baby & Toys,307.31,10,109,0
20238642,NS,4.97,89,73,N,Automotive,3610.59,30,210,0
20452324,NS,4.98,91,20,N,Health & Beauty,10029,38,218,0
21137445,NS,4.92,78,43,N,Home & Living,1696.13,26,190,0
21725208,NS,4.98,65,24,N,Muslim Fashion,652.5,5,154,0
21908030,NS,4.92,92,56,N,Health & Beauty,691.07,6,320,0
22180941,NS,5,95,64,N,Baby & Toys,2231.47,10,30,0
22790455,NS,4.96,65,26,N,Baby & Toys,378,10,195,0
23112001,NS,4.84,57,39,N,Health & Beauty,4163.03,80,860,0
23315888,NS,5,83,51,N,Health & Beauty,272.43,7,192,0
24335934,NS,5,91,127,N,Computer & Accessories,1889.21,8,337,0
26532184,NS,4.97,65,43,N,Health & Beauty,884.39,14,762,0
27869282,NS,4.89,92,245,Y,Women Clothes,2720.26,40,1202,1
28561272,NS,4.81,94,33,N,Sports & Outdoor,1621.56,9,3665,0
28620233,NS,4.92,91,97,N,Baby & Toys,975.86,24,75,0
29246306,NS,4.91,86,414,N,Men Clothes,26775.72,262,5251,0
29866093,PS,4.96,93,89,N,Groceries & Pets,9638.87,345,1583,0
30062583,NS,4.48,65,425,N,Women Clothes,341.88,7,636,0
30335425,NS,4.66,57,24,N,Automotive,1194,17,163,0
31941802,NS,4.98,95,12,N,Baby & Toys,171.24,7,86,0
32082305,NS,5,95,5,N,Baby & Toys,296.2,5,86,0
32427457,NS,4.84,91,30,N,Muslim Fashion,464.71,12,733,0
32805005,NS,4.77,65,1756,N,Home & Living,5973.72,125,1271,0
32811866,NS,4.79,78,4122,N,Men Clothes,18349.13,91,1462,0
33126355,NS,4.95,92,280,N,Health & Beauty,2004.06,39,1165,0
33241519,NS,4.98,88,80,N,Fashion Accessories,590.19,11,753,0
34009526,NS,4.91,89,88,N,Women's Bags,516,7,223,0
34145925,NS,4.73,90,580,N,Mobile & Accessories,1424.62,32,523,0
34752365,PS,4.86,95,29,N,Home & Living,21364.2,467,691,0
34938315,NS,4.98,91,18,N,Baby & Toys,1348.63,24,311,0
35486318,NS,4.82,78,78,N,Mobile & Accessories,5093.65,30,542,0
35778593,NS,4.87,91,93,N,Health & Beauty,1744.87,19,120,0
